readout_error_prob,converged_energy,std_at_convergence,error_from_fci,iterations
0.0,-1.1351900689613084,0.003809891956920232,0.0020839310386915333,89
0.01,-1.1161804339069938,0.0041197840546588985,0.021093566093006055,82
0.02,-1.1082994745514463,0.004685652754910172,0.028974525448553612,84
0.03,-1.0947506084462348,0.004820099001073438,0.042523391553765055,90
0.04,-1.0776675350909313,0.005142853115488193,0.059606464909068624,87
0.05,-1.0567859801049677,0.005123098563625413,0.08048801989503218,81
